Person1,Image1,Person2,Image2,Cosine Similarity,Euclidean Distance,Predicted,Actual
Jennifer Lawrence,001_21a7d5e6.jpg,Jennifer Lawrence,014_0100b141.jpg,0.69949377,0.77524996,False,Same
Jennifer Lawrence,001_21a7d5e6.jpg,Jennifer Lawrence,016_d731baf7.jpg,0.60429025,0.8896177,False,Same
Jennifer Lawrence,001_21a7d5e6.jpg,Jennifer Lawrence,020_5a08581b.jpg,0.75955695,0.6934596,True,Same
Jennifer Lawrence,001_21a7d5e6.jpg,Jennifer Lawrence,021_2eaafb9f.jpg,0.71896255,0.7497165,True,Same
Jennifer Lawrence,001_21a7d5e6.jpg,Jennifer Lawrence,025_f5a5036b.jpg,0.4424165,1.0560148,False,Same
Jennifer Lawrence,001_21a7d5e6.jpg,Jennifer Lawrence,026_cf5be1f1.jpg,0.6589402,0.8259054,False,Same
Jennifer Lawrence,001_21a7d5e6.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.62417644,0.86697596,False,Same
Jennifer Lawrence,002_533748b2.jpg,Jennifer Lawrence,003_963a3627.jpg,0.66894937,0.813696,False,Same
Jennifer Lawrence,002_533748b2.jpg,Jennifer Lawrence,008_35fbbb0c.jpg,0.6188116,0.87314194,False,Same
Jennifer Lawrence,002_533748b2.jpg,Jennifer Lawrence,011_8c50c05f.jpg,0.7012043,0.7730404,True,Same
Jennifer Lawrence,002_533748b2.jpg,Jennifer Lawrence,014_0100b141.jpg,0.72069913,0.7473967,True,Same
Jennifer Lawrence,002_533748b2.jpg,Jennifer Lawrence,016_d731baf7.jpg,0.58262014,0.91365194,False,Same
Jennifer Lawrence,002_533748b2.jpg,Jennifer Lawrence,020_5a08581b.jpg,0.66754174,0.8154242,False,Same
Jennifer Lawrence,002_533748b2.jpg,Jennifer Lawrence,021_2eaafb9f.jpg,0.64935315,0.83743286,False,Same
Jennifer Lawrence,002_533748b2.jpg,Jennifer Lawrence,025_f5a5036b.jpg,0.49877512,1.0012242,False,Same
Jennifer Lawrence,002_533748b2.jpg,Jennifer Lawrence,026_cf5be1f1.jpg,0.6528171,0.8332862,False,Same
Jennifer Lawrence,002_533748b2.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.57913995,0.91745317,False,Same
Jennifer Lawrence,003_963a3627.jpg,Jennifer Lawrence,008_35fbbb0c.jpg,0.64047354,0.8479699,False,Same
Jennifer Lawrence,003_963a3627.jpg,Jennifer Lawrence,011_8c50c05f.jpg,0.6748639,0.8063946,False,Same
Jennifer Lawrence,003_963a3627.jpg,Jennifer Lawrence,014_0100b141.jpg,0.64712065,0.8400945,False,Same
Jennifer Lawrence,003_963a3627.jpg,Jennifer Lawrence,016_d731baf7.jpg,0.5563573,0.94195825,False,Same
Jennifer Lawrence,003_963a3627.jpg,Jennifer Lawrence,020_5a08581b.jpg,0.67389125,0.80759984,False,Same
Jennifer Lawrence,003_963a3627.jpg,Jennifer Lawrence,021_2eaafb9f.jpg,0.6518578,0.83443666,False,Same
Jennifer Lawrence,003_963a3627.jpg,Jennifer Lawrence,025_f5a5036b.jpg,0.44373658,1.0547639,False,Same
Jennifer Lawrence,003_963a3627.jpg,Jennifer Lawrence,026_cf5be1f1.jpg,0.60866946,0.88468134,False,Same
Jennifer Lawrence,003_963a3627.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.62943214,0.8608925,False,Same
Jennifer Lawrence,008_35fbbb0c.jpg,Jennifer Lawrence,011_8c50c05f.jpg,0.69391,0.7824193,False,Same
Jennifer Lawrence,008_35fbbb0c.jpg,Jennifer Lawrence,014_0100b141.jpg,0.59395295,0.9011627,False,Same
Jennifer Lawrence,008_35fbbb0c.jpg,Jennifer Lawrence,016_d731baf7.jpg,0.5641191,0.9336819,False,Same
Jennifer Lawrence,008_35fbbb0c.jpg,Jennifer Lawrence,020_5a08581b.jpg,0.62463534,0.8664464,False,Same
Jennifer Lawrence,008_35fbbb0c.jpg,Jennifer Lawrence,021_2eaafb9f.jpg,0.8174505,0.6042343,True,Same
Jennifer Lawrence,008_35fbbb0c.jpg,Jennifer Lawrence,025_f5a5036b.jpg,0.43136787,1.0664259,False,Same
Jennifer Lawrence,008_35fbbb0c.jpg,Jennifer Lawrence,026_cf5be1f1.jpg,0.6189635,0.872968,False,Same
Jennifer Lawrence,008_35fbbb0c.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.7800071,0.6633144,True,Same
Jennifer Lawrence,011_8c50c05f.jpg,Jennifer Lawrence,014_0100b141.jpg,0.69161963,0.78534114,False,Same
Jennifer Lawrence,011_8c50c05f.jpg,Jennifer Lawrence,016_d731baf7.jpg,0.6759167,0.805088,False,Same
Jennifer Lawrence,011_8c50c05f.jpg,Jennifer Lawrence,020_5a08581b.jpg,0.7229793,0.74433964,True,Same
Jennifer Lawrence,011_8c50c05f.jpg,Jennifer Lawrence,021_2eaafb9f.jpg,0.7042313,0.7691147,True,Same
Jennifer Lawrence,011_8c50c05f.jpg,Jennifer Lawrence,025_f5a5036b.jpg,0.33172384,1.1560935,False,Same
Jennifer Lawrence,011_8c50c05f.jpg,Jennifer Lawrence,026_cf5be1f1.jpg,0.79799867,0.6356121,True,Same
Jennifer Lawrence,011_8c50c05f.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.65260994,0.83353484,False,Same
Jennifer Lawrence,014_0100b141.jpg,Jennifer Lawrence,016_d731baf7.jpg,0.6623224,0.82180005,False,Same
Jennifer Lawrence,014_0100b141.jpg,Jennifer Lawrence,020_5a08581b.jpg,0.7232125,0.7440263,True,Same
Jennifer Lawrence,014_0100b141.jpg,Jennifer Lawrence,021_2eaafb9f.jpg,0.6727855,0.8089679,False,Same
Jennifer Lawrence,014_0100b141.jpg,Jennifer Lawrence,025_f5a5036b.jpg,0.39902157,1.096338,False,Same
Jennifer Lawrence,014_0100b141.jpg,Jennifer Lawrence,026_cf5be1f1.jpg,0.70519114,0.7678657,True,Same
Jennifer Lawrence,014_0100b141.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.564625,0.9331399,False,Same
Jennifer Lawrence,016_d731baf7.jpg,Jennifer Lawrence,020_5a08581b.jpg,0.6545185,0.83124185,False,Same
Jennifer Lawrence,016_d731baf7.jpg,Jennifer Lawrence,021_2eaafb9f.jpg,0.60120034,0.89308417,False,Same
Jennifer Lawrence,016_d731baf7.jpg,Jennifer Lawrence,025_f5a5036b.jpg,0.27176479,1.2068431,False,Same
Jennifer Lawrence,016_d731baf7.jpg,Jennifer Lawrence,026_cf5be1f1.jpg,0.6526582,0.83347684,False,Same
Jennifer Lawrence,016_d731baf7.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.5729097,0.924219,False,Same
Jennifer Lawrence,020_5a08581b.jpg,Jennifer Lawrence,021_2eaafb9f.jpg,0.6680329,0.81482166,False,Same
Jennifer Lawrence,020_5a08581b.jpg,Jennifer Lawrence,025_f5a5036b.jpg,0.3353011,1.1529951,False,Same
Jennifer Lawrence,020_5a08581b.jpg,Jennifer Lawrence,026_cf5be1f1.jpg,0.69807017,0.7770841,False,Same
Jennifer Lawrence,020_5a08581b.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.60335267,0.89067096,False,Same
Jennifer Lawrence,021_2eaafb9f.jpg,Jennifer Lawrence,025_f5a5036b.jpg,0.46304262,1.0362986,False,Same
Jennifer Lawrence,021_2eaafb9f.jpg,Jennifer Lawrence,026_cf5be1f1.jpg,0.6320679,0.8578253,False,Same
Jennifer Lawrence,021_2eaafb9f.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.8378841,0.5694137,True,Same
Jennifer Lawrence,025_f5a5036b.jpg,Jennifer Lawrence,026_cf5be1f1.jpg,0.33519602,1.1530863,False,Same
Jennifer Lawrence,025_f5a5036b.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.41522342,1.0814588,False,Same
Jennifer Lawrence,026_cf5be1f1.jpg,Jennifer Lawrence,027_3290d1bc.jpg,0.5824704,0.91381574,False,Same
Johnny Depp,068_006344c5.jpg,Johnny Depp,074_bd6f3a84.jpg,0.48841408,1.0115196,False,Same
Johnny Depp,068_006344c5.jpg,Johnny Depp,075_21e87f0f.jpg,0.5175826,0.98226005,False,Same
Johnny Depp,068_006344c5.jpg,Johnny Depp,077_5cbf1ecc.jpg,0.4600627,1.0391701,False,Same
Johnny Depp,068_006344c5.jpg,Johnny Depp,079_241963dc.jpg,0.53765506,0.96160805,False,Same
Johnny Depp,068_006344c5.jpg,Johnny Depp,080_38c2109a.jpg,0.38514474,1.1089232,False,Same
Johnny Depp,068_006344c5.jpg,Johnny Depp,085_e9f6ea07.jpg,0.5277606,0.971843,False,Same
Johnny Depp,068_006344c5.jpg,Johnny Depp,086_f052c533.jpg,0.45589265,1.0431752,False,Same
Johnny Depp,068_006344c5.jpg,Johnny Depp,088_1fcc7b2c.jpg,0.49170035,1.0082654,False,Same
Johnny Depp,068_006344c5.jpg,Johnny Depp,089_2f2e823a.jpg,0.4887564,1.0111811,False,Same
Johnny Depp,068_006344c5.jpg,Johnny Depp,097_11415581.jpg,0.46239942,1.0369191,False,Same
Johnny Depp,074_bd6f3a84.jpg,Johnny Depp,075_21e87f0f.jpg,0.6304443,0.8597159,False,Same
Johnny Depp,074_bd6f3a84.jpg,Johnny Depp,077_5cbf1ecc.jpg,0.62164944,0.8698857,False,Same
Johnny Depp,074_bd6f3a84.jpg,Johnny Depp,079_241963dc.jpg,0.83267176,0.57849514,True,Same
Johnny Depp,074_bd6f3a84.jpg,Johnny Depp,080_38c2109a.jpg,0.55179495,0.9467893,False,Same
Johnny Depp,074_bd6f3a84.jpg,Johnny Depp,085_e9f6ea07.jpg,0.53644645,0.962864,False,Same
Johnny Depp,074_bd6f3a84.jpg,Johnny Depp,086_f052c533.jpg,0.6716203,0.81040686,False,Same
Johnny Depp,074_bd6f3a84.jpg,Johnny Depp,088_1fcc7b2c.jpg,0.780685,0.66229147,True,Same
Johnny Depp,074_bd6f3a84.jpg,Johnny Depp,089_2f2e823a.jpg,0.48526335,1.0146296,False,Same
Johnny Depp,074_bd6f3a84.jpg,Johnny Depp,097_11415581.jpg,0.63973045,0.8488457,False,Same
Johnny Depp,075_21e87f0f.jpg,Johnny Depp,077_5cbf1ecc.jpg,0.5442118,0.95476514,False,Same
Johnny Depp,075_21e87f0f.jpg,Johnny Depp,079_241963dc.jpg,0.647368,0.8398,False,Same
Johnny Depp,075_21e87f0f.jpg,Johnny Depp,080_38c2109a.jpg,0.5004388,0.9995611,False,Same
Johnny Depp,075_21e87f0f.jpg,Johnny Depp,085_e9f6ea07.jpg,0.56105405,0.93695885,False,Same
Johnny Depp,075_21e87f0f.jpg,Johnny Depp,086_f052c533.jpg,0.6502555,0.83635455,False,Same
Johnny Depp,075_21e87f0f.jpg,Johnny Depp,088_1fcc7b2c.jpg,0.63923615,0.8494279,False,Same
Johnny Depp,075_21e87f0f.jpg,Johnny Depp,089_2f2e823a.jpg,0.5681993,0.9293016,False,Same
Johnny Depp,075_21e87f0f.jpg,Johnny Depp,097_11415581.jpg,0.64186627,0.8463259,False,Same
Johnny Depp,077_5cbf1ecc.jpg,Johnny Depp,079_241963dc.jpg,0.589445,0.90615135,False,Same
Johnny Depp,077_5cbf1ecc.jpg,Johnny Depp,080_38c2109a.jpg,0.6951999,0.780769,False,Same
Johnny Depp,077_5cbf1ecc.jpg,Johnny Depp,085_e9f6ea07.jpg,0.6196846,0.87214154,False,Same
Johnny Depp,077_5cbf1ecc.jpg,Johnny Depp,086_f052c533.jpg,0.5935956,0.90155905,False,Same
Johnny Depp,077_5cbf1ecc.jpg,Johnny Depp,088_1fcc7b2c.jpg,0.59087074,0.9045764,False,Same
Johnny Depp,077_5cbf1ecc.jpg,Johnny Depp,089_2f2e823a.jpg,0.434276,1.0636954,False,Same
Johnny Depp,077_5cbf1ecc.jpg,Johnny Depp,097_11415581.jpg,0.5539378,0.9445234,False,Same
Johnny Depp,079_241963dc.jpg,Johnny Depp,080_38c2109a.jpg,0.4857779,1.0141224,False,Same
Johnny Depp,079_241963dc.jpg,Johnny Depp,085_e9f6ea07.jpg,0.57722276,0.91954046,False,Same
Johnny Depp,079_241963dc.jpg,Johnny Depp,086_f052c533.jpg,0.6899225,0.78749925,False,Same
Johnny Depp,079_241963dc.jpg,Johnny Depp,088_1fcc7b2c.jpg,0.7709046,0.67689806,True,Same
Johnny Depp,079_241963dc.jpg,Johnny Depp,089_2f2e823a.jpg,0.56543285,0.93227375,False,Same
Johnny Depp,079_241963dc.jpg,Johnny Depp,097_11415581.jpg,0.6576503,0.82746583,False,Same
Johnny Depp,080_38c2109a.jpg,Johnny Depp,085_e9f6ea07.jpg,0.60661155,0.8870045,False,Same
Johnny Depp,080_38c2109a.jpg,Johnny Depp,086_f052c533.jpg,0.5528166,0.94570965,False,Same
Johnny Depp,080_38c2109a.jpg,Johnny Depp,088_1fcc7b2c.jpg,0.50865847,0.99130374,False,Same
Johnny Depp,080_38c2109a.jpg,Johnny Depp,089_2f2e823a.jpg,0.42226753,1.0749255,False,Same
Johnny Depp,080_38c2109a.jpg,Johnny Depp,097_11415581.jpg,0.5124766,0.9874446,False,Same
Johnny Depp,085_e9f6ea07.jpg,Johnny Depp,086_f052c533.jpg,0.5217183,0.97804064,False,Same
Johnny Depp,085_e9f6ea07.jpg,Johnny Depp,088_1fcc7b2c.jpg,0.52286106,0.97687143,False,Same
Johnny Depp,085_e9f6ea07.jpg,Johnny Depp,089_2f2e823a.jpg,0.5492137,0.94951177,False,Same
Johnny Depp,085_e9f6ea07.jpg,Johnny Depp,097_11415581.jpg,0.4697172,1.0298376,False,Same
Johnny Depp,086_f052c533.jpg,Johnny Depp,088_1fcc7b2c.jpg,0.6747734,0.80650675,False,Same
Johnny Depp,086_f052c533.jpg,Johnny Depp,089_2f2e823a.jpg,0.55181247,0.94677085,False,Same
Johnny Depp,086_f052c533.jpg,Johnny Depp,097_11415581.jpg,0.83823454,0.56879765,True,Same
Johnny Depp,088_1fcc7b2c.jpg,Johnny Depp,089_2f2e823a.jpg,0.5149538,0.9849328,False,Same
Johnny Depp,088_1fcc7b2c.jpg,Johnny Depp,097_11415581.jpg,0.68743414,0.7906528,False,Same
Johnny Depp,089_2f2e823a.jpg,Johnny Depp,097_11415581.jpg,0.52230674,0.97743887,False,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,003_acb20793.jpg,0.7583594,0.6951843,True,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,005_93b2fce9.jpg,0.5901113,0.9054156,False,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,008_6c01eb52.jpg,0.71913546,0.74948597,True,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,011_dbc62ba7.jpg,0.68511885,0.7935757,False,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,014_76fd590c.jpg,0.6680498,0.8148008,False,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,015_3a0f9ec8.jpg,0.4893505,1.0105934,False,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,016_211776b6.jpg,0.58318436,0.9130341,False,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,017_fb53f84d.jpg,0.6416302,0.84660476,False,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,019_4402a7fe.jpg,0.6873406,0.79077107,False,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,088_f6c2c5d2.jpg,0.61847764,0.8735243,False,Same
Kate Winslet,002_590bb980.jpg,Kate Winslet,090_f67e981f.jpg,0.627841,0.8627387,False,Same
Kate Winslet,003_acb20793.jpg,Kate Winslet,005_93b2fce9.jpg,0.5688439,0.9286076,False,Same
Kate Winslet,003_acb20793.jpg,Kate Winslet,008_6c01eb52.jpg,0.7510868,0.7055682,True,Same
Kate Winslet,003_acb20793.jpg,Kate Winslet,011_dbc62ba7.jpg,0.6911537,0.78593415,False,Same
Kate Winslet,003_acb20793.jpg,Kate Winslet,014_76fd590c.jpg,0.7038508,0.76960933,True,Same
Kate Winslet,003_acb20793.jpg,Kate Winslet,015_3a0f9ec8.jpg,0.52374625,0.9759649,False,Same
Kate Winslet,003_acb20793.jpg,Kate Winslet,016_211776b6.jpg,0.64120626,0.84710526,False,Same
Kate Winslet,003_acb20793.jpg,Kate Winslet,017_fb53f84d.jpg,0.6380878,0.8507787,False,Same
Kate Winslet,003_acb20793.jpg,Kate Winslet,019_4402a7fe.jpg,0.6898298,0.78761685,False,Same
Kate Winslet,003_acb20793.jpg,Kate Winslet,088_f6c2c5d2.jpg,0.5694579,0.9279462,False,Same
Kate Winslet,003_acb20793.jpg,Kate Winslet,090_f67e981f.jpg,0.61127025,0.8817367,False,Same
Kate Winslet,005_93b2fce9.jpg,Kate Winslet,008_6c01eb52.jpg,0.6227291,0.8686437,False,Same
Kate Winslet,005_93b2fce9.jpg,Kate Winslet,011_dbc62ba7.jpg,0.6654054,0.81803983,False,Same
Kate Winslet,005_93b2fce9.jpg,Kate Winslet,014_76fd590c.jpg,0.66386104,0.81992555,False,Same
Kate Winslet,005_93b2fce9.jpg,Kate Winslet,015_3a0f9ec8.jpg,0.6435459,0.8443389,False,Same
Kate Winslet,005_93b2fce9.jpg,Kate Winslet,016_211776b6.jpg,0.42727077,1.0702609,False,Same
Kate Winslet,005_93b2fce9.jpg,Kate Winslet,017_fb53f84d.jpg,0.6587032,0.8261922,False,Same
Kate Winslet,005_93b2fce9.jpg,Kate Winslet,019_4402a7fe.jpg,0.6447755,0.84288144,False,Same
Kate Winslet,005_93b2fce9.jpg,Kate Winslet,088_f6c2c5d2.jpg,0.6675808,0.81537616,False,Same
Kate Winslet,005_93b2fce9.jpg,Kate Winslet,090_f67e981f.jpg,0.6492826,0.8375171,False,Same
Kate Winslet,008_6c01eb52.jpg,Kate Winslet,011_dbc62ba7.jpg,0.77601004,0.6693131,True,Same
Kate Winslet,008_6c01eb52.jpg,Kate Winslet,014_76fd590c.jpg,0.696311,0.7793447,False,Same
Kate Winslet,008_6c01eb52.jpg,Kate Winslet,015_3a0f9ec8.jpg,0.5985747,0.8960194,False,Same
Kate Winslet,008_6c01eb52.jpg,Kate Winslet,016_211776b6.jpg,0.5761457,0.9207109,False,Same
Kate Winslet,008_6c01eb52.jpg,Kate Winslet,017_fb53f84d.jpg,0.62999386,0.8602397,False,Same
Kate Winslet,008_6c01eb52.jpg,Kate Winslet,019_4402a7fe.jpg,0.66561097,0.8177886,False,Same
Kate Winslet,008_6c01eb52.jpg,Kate Winslet,088_f6c2c5d2.jpg,0.6370525,0.85199475,False,Same
Kate Winslet,008_6c01eb52.jpg,Kate Winslet,090_f67e981f.jpg,0.67922485,0.8009684,False,Same
Kate Winslet,011_dbc62ba7.jpg,Kate Winslet,014_76fd590c.jpg,0.6889344,0.78875303,False,Same
Kate Winslet,011_dbc62ba7.jpg,Kate Winslet,015_3a0f9ec8.jpg,0.5766002,0.9202171,False,Same
Kate Winslet,011_dbc62ba7.jpg,Kate Winslet,016_211776b6.jpg,0.5922866,0.90300983,False,Same
Kate Winslet,011_dbc62ba7.jpg,Kate Winslet,017_fb53f84d.jpg,0.63126653,0.8587589,False,Same
Kate Winslet,011_dbc62ba7.jpg,Kate Winslet,019_4402a7fe.jpg,0.6574856,0.8276646,False,Same
Kate Winslet,011_dbc62ba7.jpg,Kate Winslet,088_f6c2c5d2.jpg,0.6420366,0.8461246,False,Same
Kate Winslet,011_dbc62ba7.jpg,Kate Winslet,090_f67e981f.jpg,0.62899005,0.8614058,False,Same
Kate Winslet,014_76fd590c.jpg,Kate Winslet,015_3a0f9ec8.jpg,0.53228974,0.96717143,False,Same
Kate Winslet,014_76fd590c.jpg,Kate Winslet,016_211776b6.jpg,0.6215478,0.8700025,False,Same
Kate Winslet,014_76fd590c.jpg,Kate Winslet,017_fb53f84d.jpg,0.65250206,0.8336642,False,Same
Kate Winslet,014_76fd590c.jpg,Kate Winslet,019_4402a7fe.jpg,0.6916107,0.7853525,False,Same
Kate Winslet,014_76fd590c.jpg,Kate Winslet,088_f6c2c5d2.jpg,0.61661357,0.87565565,False,Same
Kate Winslet,014_76fd590c.jpg,Kate Winslet,090_f67e981f.jpg,0.6328088,0.8569612,False,Same
Kate Winslet,015_3a0f9ec8.jpg,Kate Winslet,016_211776b6.jpg,0.35205102,1.1383752,False,Same
Kate Winslet,015_3a0f9ec8.jpg,Kate Winslet,017_fb53f84d.jpg,0.5449866,0.95395327,False,Same
Kate Winslet,015_3a0f9ec8.jpg,Kate Winslet,019_4402a7fe.jpg,0.52981126,0.9697307,False,Same
Kate Winslet,015_3a0f9ec8.jpg,Kate Winslet,088_f6c2c5d2.jpg,0.5689062,0.9285406,False,Same
Kate Winslet,015_3a0f9ec8.jpg,Kate Winslet,090_f67e981f.jpg,0.505636,0.9943481,False,Same
Kate Winslet,016_211776b6.jpg,Kate Winslet,017_fb53f84d.jpg,0.47174183,1.0278698,False,Same
Kate Winslet,016_211776b6.jpg,Kate Winslet,019_4402a7fe.jpg,0.527142,0.97247934,False,Same
Kate Winslet,016_211776b6.jpg,Kate Winslet,088_f6c2c5d2.jpg,0.47447416,1.0252081,False,Same
Kate Winslet,016_211776b6.jpg,Kate Winslet,090_f67e981f.jpg,0.4735439,1.0261151,False,Same
Kate Winslet,017_fb53f84d.jpg,Kate Winslet,019_4402a7fe.jpg,0.69879377,0.77615243,False,Same
Kate Winslet,017_fb53f84d.jpg,Kate Winslet,088_f6c2c5d2.jpg,0.64052635,0.84790766,False,Same
Kate Winslet,017_fb53f84d.jpg,Kate Winslet,090_f67e981f.jpg,0.6546095,0.8311324,False,Same
Kate Winslet,019_4402a7fe.jpg,Kate Winslet,088_f6c2c5d2.jpg,0.6147414,0.87779117,False,Same
Kate Winslet,019_4402a7fe.jpg,Kate Winslet,090_f67e981f.jpg,0.63394165,0.85563827,False,Same
Kate Winslet,088_f6c2c5d2.jpg,Kate Winslet,090_f67e981f.jpg,0.59043556,0.90505743,False,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,003_85990366.jpg,0.6290786,0.8613029,False,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,004_af012af1.jpg,0.7234337,0.7437288,True,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,005_7fe5b764.jpg,0.8030019,0.62769115,True,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,006_30010640.jpg,0.7564192,0.6979696,True,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,007_6ca7c622.jpg,0.8253912,0.59094644,True,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,013_ca6af517.jpg,0.73810935,0.7237274,True,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,014_539eee38.jpg,0.78232324,0.6598132,True,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,015_2872d02b.jpg,0.72702265,0.7388875,True,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,019_78627223.jpg,0.78642124,0.653573,True,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,020_14f28bc8.jpg,0.800104,0.6322911,True,Same
Leonardo DiCaprio,001_08194468.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.78322923,0.65843874,True,Same
Leonardo DiCaprio,003_85990366.jpg,Leonardo DiCaprio,004_af012af1.jpg,0.6596286,0.82507145,False,Same
Leonardo DiCaprio,003_85990366.jpg,Leonardo DiCaprio,005_7fe5b764.jpg,0.6238464,0.8673564,False,Same
Leonardo DiCaprio,003_85990366.jpg,Leonardo DiCaprio,006_30010640.jpg,0.6510729,0.8353767,False,Same
Leonardo DiCaprio,003_85990366.jpg,Leonardo DiCaprio,007_6ca7c622.jpg,0.69094193,0.7862036,False,Same
Leonardo DiCaprio,003_85990366.jpg,Leonardo DiCaprio,013_ca6af517.jpg,0.5681142,0.92939323,False,Same
Leonardo DiCaprio,003_85990366.jpg,Leonardo DiCaprio,014_539eee38.jpg,0.5825017,0.9137815,False,Same
Leonardo DiCaprio,003_85990366.jpg,Leonardo DiCaprio,015_2872d02b.jpg,0.5993552,0.89514786,False,Same
Leonardo DiCaprio,003_85990366.jpg,Leonardo DiCaprio,019_78627223.jpg,0.69682395,0.7786862,False,Same
Leonardo DiCaprio,003_85990366.jpg,Leonardo DiCaprio,020_14f28bc8.jpg,0.6194532,0.87240684,False,Same
Leonardo DiCaprio,003_85990366.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.71259284,0.75816524,True,Same
Leonardo DiCaprio,004_af012af1.jpg,Leonardo DiCaprio,005_7fe5b764.jpg,0.80534405,0.62394863,True,Same
Leonardo DiCaprio,004_af012af1.jpg,Leonardo DiCaprio,006_30010640.jpg,0.75813127,0.69551235,True,Same
Leonardo DiCaprio,004_af012af1.jpg,Leonardo DiCaprio,007_6ca7c622.jpg,0.68730676,0.7908138,False,Same
Leonardo DiCaprio,004_af012af1.jpg,Leonardo DiCaprio,013_ca6af517.jpg,0.6729898,0.8087153,False,Same
Leonardo DiCaprio,004_af012af1.jpg,Leonardo DiCaprio,014_539eee38.jpg,0.75935197,0.69375503,True,Same
Leonardo DiCaprio,004_af012af1.jpg,Leonardo DiCaprio,015_2872d02b.jpg,0.8003035,0.6319755,True,Same
Leonardo DiCaprio,004_af012af1.jpg,Leonardo DiCaprio,019_78627223.jpg,0.841898,0.56232023,True,Same
Leonardo DiCaprio,004_af012af1.jpg,Leonardo DiCaprio,020_14f28bc8.jpg,0.8057883,0.6232364,True,Same
Leonardo DiCaprio,004_af012af1.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.6499239,0.836751,False,Same
Leonardo DiCaprio,005_7fe5b764.jpg,Leonardo DiCaprio,006_30010640.jpg,0.7768551,0.66804934,True,Same
Leonardo DiCaprio,005_7fe5b764.jpg,Leonardo DiCaprio,007_6ca7c622.jpg,0.72762203,0.7380758,True,Same
Leonardo DiCaprio,005_7fe5b764.jpg,Leonardo DiCaprio,013_ca6af517.jpg,0.78353804,0.65796965,True,Same
Leonardo DiCaprio,005_7fe5b764.jpg,Leonardo DiCaprio,014_539eee38.jpg,0.8367483,0.57140476,True,Same
Leonardo DiCaprio,005_7fe5b764.jpg,Leonardo DiCaprio,015_2872d02b.jpg,0.8468799,0.55338967,True,Same
Leonardo DiCaprio,005_7fe5b764.jpg,Leonardo DiCaprio,019_78627223.jpg,0.8093208,0.61754227,True,Same
Leonardo DiCaprio,005_7fe5b764.jpg,Leonardo DiCaprio,020_14f28bc8.jpg,0.8622326,0.5249141,True,Same
Leonardo DiCaprio,005_7fe5b764.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.6815649,0.79804146,False,Same
Leonardo DiCaprio,006_30010640.jpg,Leonardo DiCaprio,007_6ca7c622.jpg,0.7547389,0.7003729,True,Same
Leonardo DiCaprio,006_30010640.jpg,Leonardo DiCaprio,013_ca6af517.jpg,0.73820394,0.72359675,True,Same
Leonardo DiCaprio,006_30010640.jpg,Leonardo DiCaprio,014_539eee38.jpg,0.74612695,0.71256316,True,Same
Leonardo DiCaprio,006_30010640.jpg,Leonardo DiCaprio,015_2872d02b.jpg,0.75608903,0.6984427,True,Same
Leonardo DiCaprio,006_30010640.jpg,Leonardo DiCaprio,019_78627223.jpg,0.81141865,0.6141358,True,Same
Leonardo DiCaprio,006_30010640.jpg,Leonardo DiCaprio,020_14f28bc8.jpg,0.7772491,0.6674593,True,Same
Leonardo DiCaprio,006_30010640.jpg,Leonardo DiCaprio,081_a32678db.jpg,0.68280935,0.7964806,False,Same
Leonardo DiCaprio,007_6ca7c622.jpg,Leonardo DiCaprio,013_ca6af517.jpg,0.6904978,0.78676844,False,Same
